diner_idx,diner_name,diner_category_large,diner_category_middle,diner_category_small,diner_category_detail,diner_menu,diner_review_cnt,diner_review_avg,diner_review_tags,diner_address,diner_phone,diner_lon,diner_lat,diner_url,diner_open_time,diner_address_constituency
24878841,가장맛있는족발 길동역점,음식점,한식,"육류,고기","족발,보쌈","['족발', '냉채족발', '직화불족발', '보쌈', '가족의족발보쌈', '반반족발(족발+불족발)', '', '', '']",6,4.4,맛@1@가성비@1@친절@1@주차@1@,서울 강동구 천호대로175길 58,02-476-0002,37.53734542128685,127.13766469859831,http://place.map.kakao.com/24878841,매일 11:00 ~ 19:30,서울 강동구
21552105,서울스타시티레스토랑,음식점,양식,양식,,"['감바스 로제 리조또\n31,000', '토마토 씨푸드 리조또\n25,000', '비프 머슈룸 크림 리조또\n31,000', '닭다리살 도리아\n28,000', '씨푸드 도리아\n25,000', '쉐프 스페셜 하와이안 감바스 토마토 파스타\n37,000', '', '', '', '', '', '']",6,4.4,분위기@1@,서울 강동구 구천면로 140,02-488-2042,37.5423242233009,127.12046321364,http://place.map.kakao.com/21552105,매일 16:00 ~ 03:00,서울 강동구
118380278,경성함바그 현대백화점 천호점,음식점,양식,"스테이크,립",,"['경성 함바그\n11,900', '클래식 함바그\n12,900', '왕새우 카레 함바그\n12,900', '토마토소스 함바그\n11,900', '크림소스 함바그\n12,900']",5,4.4,,서울 강동구 천호대로 1005,02-2225-8891,37.53879251958264,127.12459875283568,http://place.map.kakao.com/118380278,매일 10:30 ~ 21:00,서울 강동구
1255065481,비밀더비스트로,음식점,양식,양식,,"['알리오 올리오 파스타\n7,900', '봉골레 파스타\n9,900', '파인애플 새우 필라프\n9,900', '토핑 듬뿍 치즈 피자\n12,900', '그린 샐러드\n5,000']",1,3.9,,서울 강동구 천호대로 1005,02-2225-8862,37.5388639131446,127.124395204835,http://place.map.kakao.com/1255065481,제공하지 않음,서울 강동구
14829724,분홍다이닝,음식점,양식,양식,,"['빠네크림베이컨까르보나라\n14,900', '투움바파스타\n14,900', '크림 까르보나라\n12,900', '매콤새우로제파스타\n12,900', '수제매콤토마토파스타\n11,900', '후라이올리 김치볶음밥\n10,900', '', '']",34,3.9,맛@2@가성비@2@친절@2@분위기@2@,서울 강동구 천호대로157길 18,02-473-9388,37.5384858110556,127.127476718643,http://place.map.kakao.com/14829724,매일 11:30 ~ 22:00,서울 강동구
27375843,퀸스테이크,음식점,양식,"스테이크,립",,[],0,4.4,,서울 강동구 천호대로 1005,,37.5388602710063,127.124431406213,http://place.map.kakao.com/27375843,제공하지 않음,서울 강동구
815159619,아포포키친 현대백화점천호점,음식점,양식,양식,,[],0,4.4,,서울 강동구 천호대로 1005,,37.5389829294836,127.124315067187,http://place.map.kakao.com/815159619,제공하지 않음,서울 강동구
815230662,디어그린 현대백화점천호점,음식점,양식,양식,,[],0,4.4,,서울 강동구 천호대로 1005,,37.5389270973798,127.124286687416,http://place.map.kakao.com/815230662,제공하지 않음,서울 강동구
942936346,해임시,음식점,양식,양식,,"['추천\n블랙가지튀김\n16,000\n카사바랑 오징어 먹물로 만들어낸 반죽으로 튀겨낸 가지요리', '추천\n강된장라구파스타\n19,000\n쯔란이 들어간 강된장 라구파스타에 수란,깻잎을 곁들인 파스타', '로메인육포시저샐러드\n12,000\n통 로메인과 육포를 곁들인 시저 샐러드', '해임시크림파스타\n20,000\n통베이컨이 들어간 꾸덕한 크림 파스타', '육회김밥\n19,000\n한식과 중식을 베이스로 한 소스와 일본식 계란으로 만든 육회 김밥', '바스크 치즈 케이크\n8,000\n밀가루 없이 계란과 크림치즈로만 만든 수제 케이크', '']",17,4.4,분위기@11@맛@10@친절@9@가성비@5@주차@1@,서울 강동구 천호대로157길 26,0507-1360-0065,37.5388371196293,127.127551994506,http://place.map.kakao.com/942936346,월~금 12:00 ~ 01:00,서울 강동구
1298033120,그루바,음식점,양식,양식,,"['Course\n99,000\n제철 코스 요리', 'Signature Cocktail\n21,000\nSeason Signature Cocktail']",3,4.4,맛@3@분위기@3@친절@2@가성비@1@,서울 강동구 구천면로 140,02-489-5455,37.5422782204656,127.120514058648,http://place.map.kakao.com/1298033120,화~토 18:00 ~ 01:00,서울 강동구
874471004,투브릿지,음식점,양식,양식,,[],0,4.4,,서울 강동구 올림픽로70길 49,,37.5393158095268,127.126473369408,http://place.map.kakao.com/874471004,제공하지 않음,서울 강동구
20156766,어니스트푸드,음식점,양식,양식,,[],0,4.4,,서울 강동구 천호대로157길 18,,37.5384894150476,127.127476724779,http://place.map.kakao.com/20156766,제공하지 않음,서울 강동구
461390892,페르남부쿠,음식점,양식,양식,,"['추천\n꼬싱야 (6개)\n9,000\n[시그니처] 브라질식 닭고기 크로켓', '추천\n새우 스트로고노프\n13,000\n브라질식 토마토 크림 스튜', '과라나 (350ml)\n4,000\n브라질 국민 탄산음료', '브리가데이루 (6개)\n8,000\n브라질식 수제 다크 초콜릿 디저트', '핸드드립 ICE\n4,000\n브라질 다크 산토스 핸드드립 커피', '핸드드립 HOT\n4,000\n브라질 다크 산토스 핸드드립 커피', '', '', '', '']",5,3.9,맛@4@친절@4@분위기@4@가성비@3@주차@1@,서울 강동구 풍성로41길 95,0507-0178-0880,37.5354854770011,127.129139340778,http://place.map.kakao.com/461390892,"월,화요일",서울 강동구
1489233348,바다멸치국수,음식점,한식,국수,,[],5,4.4,가성비@2@친절@1@,서울 강동구 구천면로24길 15,02-486-6115,37.53995774107,127.126080692115,http://place.map.kakao.com/1489233348,제공하지 않음,서울 강동구
2107477647,오빠국수,음식점,한식,국수,,[],1,3.9,,서울 강동구 구천면로16길 3,070-7574-7546,37.5415759892004,127.122607377828,http://place.map.kakao.com/2107477647,제공하지 않음,서울 강동구
18453237,임가네 칼국수,음식점,한식,국수,칼국수,[],0,3.9,,서울 강동구 진황도로 4-19,,37.5393250565944,127.127926217088,http://place.map.kakao.com/18453237,제공하지 않음,서울 강동구
467946941,오고당쫄면 천호본점,음식점,한식,국수,,"['비빔쫄면\n7,000', '유부 온쫄면\n7,000', '부산어묵 온쫄면\n7,000', '쫄수제비\n7,000', '오고당 꼬마김밥(8개)\n5,500', '땡초어묵김밥(8개)\n5,500', '']",2,3.9,,서울 강동구 구천면로 218,02-477-5592,37.5405096126283,127.128991857495,http://place.map.kakao.com/467946941,"월,화,수,금,토,일 07:00 ~ 20:30",서울 강동구
24166389,명가멸치국수김밥,음식점,한식,한식,,[],0,4.4,,서울 강동구 천호대로157길 14,,37.538226470114,127.127340500444,http://place.map.kakao.com/24166389,제공하지 않음,서울 강동구
1338951906,연희네모밀 천호본점,음식점,한식,국수,,"['냉모밀\n8,000', '판모밀\n8,000', '돈가스\n8,000', '치즈돈가스\n9,000']",1,4.4,가성비@1@,서울 강동구 진황도로 9-1,,37.5399556732148,127.128831361903,http://place.map.kakao.com/1338951906,제공하지 않음,서울 강동구
21401473,쭈꾸미포차,음식점,술집,실내포장마차,,"['오돌뼈볶음\n13,000', '제육볶음\n14,000', '순두부찌개\n10,000', '고등어구이\n15,000', '잔치국수\n4,000']",1,3.9,,서울 강동구 천호대로158길 14,,37.53690762324961,127.12629958425008,http://place.map.kakao.com/21401473,제공하지 않음,서울 강동구
1102732058,강릉장칼 강동역점,음식점,한식,국수,,"['원조장칼\n9,000']",5,4.4,친절@4@맛@3@가성비@1@분위기@1@,서울 강동구 천호대로 1078,,37.5358399371993,127.131258001051,http://place.map.kakao.com/1102732058,매일 11:00 ~ 21:00,서울 강동구
1354507888,소문난사골칼국수,음식점,한식,국수,칼국수,"['사골칼국수\n9,000', '얼큰장칼국수\n10,000', '고기만두국\n10,000', '떡만두국\n10,000', '떡국\n9,000', '닭한마리 (소)\n28,000', '', '']",34,3.9,맛@6@가성비@4@친절@2@분위기@1@,서울 강동구 천호대로 1121,,37.5352142686423,127.136359640023,http://place.map.kakao.com/1354507888,월~금 11:00 ~ 20:20 (재료소진시 조기 마감),서울 강동구
157117825,생달막국수,음식점,한식,국수,,"['장칼국수', '떡만둣국', '메밀전', '메밀부추전', '메밀김치전', '감자전', '', '', '', '', '', '', '', '', '', '', '', '']",3,4.4,,서울 강동구 진황도로 36,02-488-9548,37.5384169048465,127.131160685234,http://place.map.kakao.com/157117825,제공하지 않음,서울 강동구
21402420,에덴식당,음식점,한식,국수,,"['진콩국수\n8,000', '손칼국수\n6,000', '손수제비\n6,000', '김치칼국수\n7,000', '김치수제비\n7,000', '찐만두\n7,000']",8,4.4,맛@6@친절@5@가성비@4@분위기@1@,서울 강동구 구천면로34길 2,02-482-9440,37.542323388852914,127.1313847830018,http://place.map.kakao.com/21402420,매일 08:00 ~ 20:00,서울 강동구
2042679197,봉이막국수,음식점,한식,국수,,"['만두전골(소)\n20,000\n계절메뉴', '명태식해막국수\n11,000', '메밀콩국수\n10,000', '수육(소)\n20,000', '명태식해무침(소)\n15,000']",14,3.9,,서울 강동구 천중로 74,02-3426-5645,37.54469709262002,127.13014422133963,http://place.map.kakao.com/2042679197,매일 09:30 ~ 21:00,서울 강동구
16064666,공릉동원조멸치국수 암사점,음식점,한식,국수,,"['멸치국수\n6,000', '비빔국수\n7,000', '칼국수\n7,000', '칼제비\n7,000', '수제비\n7,000', '김밥\n3,000', '', '', '', '']",16,3.9,맛@6@가성비@5@주차@2@친절@1@분위기@1@,서울 강동구 상암로12길 32,02-488-5813,37.5481549466582,127.127832669927,http://place.map.kakao.com/16064666,매일 09:00 ~ 21:00,서울 강동구
1314151846,개수리막국수 암사점,음식점,한식,국수,,"['메밀막국수 2그릇 + 꽃메밀닭튀김(반마리)\n28,000', '메밀막국수 2그릇 + 접시수육\n28,000', '털레기수제비/장칼국수(2인) + 꽃메밀닭튀김(반마리)\n30,000', '털레기수제비/장칼국수(2인) + 접시수육\n30,000', '물막국수\n9,000', '비빔막국수\n9,000', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",25,4.4,맛@5@가성비@5@친절@5@주차@3@분위기@2@,서울 강동구 올림픽로 759,02-441-0255,37.5490444565355,127.126788557298,http://place.map.kakao.com/1314151846,매일 11:00 ~ 21:00,서울 강동구
16793795,다락,음식점,퓨전요리,퓨전요리,,"['두부김치\n13,000', '김치전\n10,000', '얼큰짬뽕탕\n18,000\n통오징어', '번데기탕\n8,000', '모둠 감자튀김\n15,000', '치킨가라아케\n13,000', '', '', '', '']",2,4.4,맛@1@가성비@1@친절@1@분위기@1@주차@1@,서울 강동구 양재대로141길 29,,37.5511765730287,127.142291496595,http://place.map.kakao.com/16793795,매일 11:00 ~ 02:00,서울 강동구
179653728,라화쿵부 길동점,음식점,중식,중국요리,라화쿵부,"['마라향궈', '꿔바로우', '운남쌀국수', '마라소롱샤', '샤오롱바오', '량필', '']",6,3.9,맛@1@가성비@1@친절@1@,서울 강동구 양재대로 1470,02-470-1988,37.5370130058421,127.139919075468,http://place.map.kakao.com/179653728,화~일 11:00 ~ 21:30,서울 강동구
1484388606,베트남쌀국수리얼하노이 강동점,음식점,아시아음식,동남아음식,베트남음식,[],0,4.4,,서울 강동구 상암로39길 24,,37.5469901107649,127.140389232066,http://place.map.kakao.com/1484388606,"월,화,수,금,토,일 16:00 ~ 23:00",서울 강동구
402400703,니들누들,음식점,아시아음식,동남아음식,베트남음식,"['철판볶음밥+아메리카노\n8,500\n새우파인애플/쇠고기 중 선택', '철판볶음밥+카페라떼\n9,500\n새우파인애플/쇠고기 중 선택', '쌀국수+아메리카노\n7,000', '쌀국수+카페라떼\n7,500', '쌀국수+초코라떼\n8,500']",8,4.4,맛@2@가성비@1@친절@1@분위기@1@,서울 광진구 구의로16길 88,02-456-3995,37.5415985014383,127.094151856774,http://place.map.kakao.com/402400703,제공하지 않음,서울 광진구
21405089,시골식당,음식점,한식,한식,,[],0,3.4,,서울 송파구 한가람로20길 12-3,02-486-5016,37.5395572456557,127.119585249645,http://place.map.kakao.com/21405089,제공하지 않음,서울 송파구
61611924,깨비네전집,음식점,한식,한식,,[],0,3.4,,서울 송파구 바람드리28길 8,,37.5362967730262,127.121987754587,http://place.map.kakao.com/61611924,제공하지 않음,서울 송파구
808396117,순이네밥집,음식점,한식,한식,,[],0,3.4,,서울 송파구 풍성로25길 25,02-488-6744,37.5356006132105,127.120806536046,http://place.map.kakao.com/808396117,제공하지 않음,서울 송파구
1150506155,마마곰탕,음식점,한식,한식,,[],0,3.4,,서울 송파구 풍성로25길 39,02-472-9918,37.5368722628756,127.121355078844,http://place.map.kakao.com/1150506155,제공하지 않음,서울 송파구
16931121,대하식당,음식점,한식,한식,,[],3,3.4,,서울 송파구 풍성로5길 8,02-485-1855,37.5354923909059,127.115505605666,http://place.map.kakao.com/16931121,제공하지 않음,서울 송파구
2059277215,명가생삼겹,음식점,한식,한식,,[],0,3.3,,서울 송파구 풍성로 27-1,,37.5347748988092,127.115807719765,http://place.map.kakao.com/2059277215,제공하지 않음,서울 송파구
16764200,정읍식당,음식점,한식,한식,,[],0,3.4,,서울 송파구 한가람로16길 11,02-486-9098,37.5368506623799,127.115951229799,http://place.map.kakao.com/16764200,제공하지 않음,서울 송파구
2083341774,피자보감,음식점,양식,피자,,"['클래식 치즈피자(R)\n16,900', '클래식 페퍼로니피자(R)\n16,900', '클래식 수제불고기피자(R)\n18,900', '시그니처 아낌없이주는고구마피자(R)\n19,900', '시그니처 통마늘바질새우피자(R)\n22,900']",4,4.4,맛@1@가성비@1@친절@1@,서울 강동구 구천면로 267,02-474-8955,37.5441280930024,127.132189095735,http://place.map.kakao.com/2083341774,매일 11:00 ~ 23:00,서울 강동구
226729500,프레드피자 서울강동점,음식점,양식,피자,프레드피자,"['치즈피자(M size)\n15,900', '치즈피자(L size)\n18,900']",1,4.4,,서울 강동구 진황도로31길 6,02-474-7772,37.5378736175758,127.133558444003,http://place.map.kakao.com/226729500,매일 10:30 ~ 02:00,서울 강동구
1929294787,빅스타피자 서울천호점,음식점,양식,피자,,"['콰트로프리미엄 뉴욕피자\n27,700', '불고기 뉴욕피자\n25,700', '빅스타피자 뉴욕피자\n23,700', '페퍼로니 뉴욕피자\n21,700', '달콤구마 뉴욕피자\n21,700', '콤비네이션 뉴욕피자\n21,700', '', '', '', '', '', '', '', '', '']",0,4.4,,서울 강동구 진황도로27길 30,02-477-7440,37.5396429372298,127.132173256836,http://place.map.kakao.com/1929294787,매일 11:00 ~ 23:00,서울 강동구
12526381,피자마루 천호점,음식점,양식,피자,피자마루,"['포테이토 피자(골드,바이트)\n16,900', '불고기 피자\n12,500', '꿀고구마피자\n11,900', '투움바 파스타 피자\n9,900', '트러플 버섯 피자\n9,500', '이탈리안 치즈피자(골드,바이트)\n14,500', '', '', '']",6,3.9,가성비@1@,서울 강동구 성안로 167,02-477-2580,37.538152511835776,127.13550507213792,http://place.map.kakao.com/12526381,매일 11:00 ~ 22:30,서울 강동구
2081584131,비스트로피자 강동구점,음식점,양식,피자,,[],0,4.4,,서울 강동구 천중로 72,02-483-8272,37.5447289016219,127.129895331065,http://place.map.kakao.com/2081584131,제공하지 않음,서울 강동구
1767004879,피자탑 강동점,음식점,양식,피자,피자탑,"['베이컨체다치즈(L)\n19,900', '탑콤비네이션(L)\n19,900', '탑치즈(L)\n19,900', '듬뿍체다페파로니(L)\n19,900', '바베큐불고기(L)\n21,900', '상큼하와이안(L)\n20,900', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",3,4.4,가성비@2@친절@2@맛@1@분위기@1@,서울 강동구 구천면로36길 19,02-472-9909,37.5427471867567,127.132702640193,http://place.map.kakao.com/1767004879,화~일 11:00 ~ 23:00,서울 강동구
400279540,유니피자,음식점,양식,피자,,[],0,4.4,,서울 강동구 구천면로36길 23,02-477-7244,37.5426009706788,127.132928688752,http://place.map.kakao.com/400279540,제공하지 않음,서울 강동구
312050017,피자스톰 강동점,음식점,양식,피자,,[],4,3.9,맛@1@가성비@1@친절@1@분위기@1@주차@1@,서울 강동구 구천면로41길 47,02-477-6735,37.5471111503864,127.13151539917,http://place.map.kakao.com/312050017,매일 10:50 ~ 02:00,서울 강동구
1932751596,피자엠 암사역점,음식점,양식,피자,,[],2,3.9,,서울 강동구 올림픽로92길 66,02-486-1020,37.5490178595759,127.129708132187,http://place.map.kakao.com/1932751596,매일 11:00 ~ 23:00,서울 강동구
93658174,자가제빵선명희피자 천호점,음식점,양식,피자,자가제빵선명희피자,"['바싹불고기피자', '딥치즈베이컨피자', '직화매운갈비피자', '고구마무스피자', '고르곤졸라피자', '쉬림프피자', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0,3.9,,서울 강동구 올림픽로92길 66,02-486-1020,37.5489647181952,127.129692197214,http://place.map.kakao.com/93658174,제공하지 않음,서울 강동구
78789966,피자마루 암사점,음식점,양식,피자,피자마루,"['포테이토 피자(골드,바이트)\n16,900', '불고기 피자\n12,500', '꿀고구마피자\n11,900', '투움바 파스타 피자\n9,900', '트러플 버섯 피자\n9,500', '이탈리안 치즈피자(골드,바이트)\n14,500', '', '', '']",4,3.9,맛@3@가성비@3@친절@3@분위기@1@,서울 강동구 상암로 80,02-487-1082,37.5481758152898,127.131797912163,http://place.map.kakao.com/78789966,매일 12:00 ~ 23:00,서울 강동구
759551987,난타5000피자 암사역점,음식점,양식,피자,난타5000피자,"['고구마피자', '베이컨피자', '불고기피자', '콤비네이션피자', '포테이토피자', '치즈크러스트피자', '', '', '', '']",3,4.4,맛@1@,서울 강동구 상암로 26,02-426-5092,37.5504233255543,127.1264695024,http://place.map.kakao.com/759551987,제공하지 않음,서울 강동구
272091176,서오릉피자 강동점,음식점,양식,피자,서오릉피자,"['홍페퍼치노(L)\n22,000', '12첩 콤비네이션(L)\n20,000', '왕릉 불고기(L)\n21,000', '킹쉬림프(L)\n25,000', '채소 콤비네이션(L)\n20,000', '왕릉 고추 불고기(L)\n22,000', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",8,4.4,맛@3@가성비@2@,서울 강동구 양재대로 1471,02-475-9777,37.5372558347583,127.139530307724,http://place.map.kakao.com/272091176,매일 11:00 ~ 22:00,서울 강동구
8647326,피자스쿨 암사점,음식점,양식,피자,피자스쿨,"['고구마피자\n10,900', '까르보네피자\n12,900', '깐쇼새우피자\n14,900', '나폴리피자\n12,900', '닭안심살피자\n14,900', '도이치바이트피자\n14,900', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",13,4.4,맛@4@가성비@3@친절@1@,서울 강동구 올림픽로 787,02-426-7711,37.551428419146696,127.12769680158848,http://place.map.kakao.com/8647326,매일 11:00 ~ 24:00,서울 강동구
1212631001,테이스터스피자앤치킨,음식점,양식,피자,,"['씨크리트치즈크러스트피자(L)\n22,000\n순한맛/매운맛', '포테이토치즈크러스트피자(R)\n18,000', '고구마치즈크러스트(R)\n18,000', '랍스타골드피자(L)\n22,000', '페퍼로니피자(R)\n14,000']",0,3.9,,서울 강동구 구천면로42길 39,02-481-0192,37.5457487560979,127.136356194429,http://place.map.kakao.com/1212631001,제공하지 않음,서울 강동구
21386477,장수해물탕,음식점,한식,"해물,생선","매운탕,해물탕","['해물탕', '아귀탕', '아귀찜', '해물찜', '꽃게탕', '꽃게찜', '', '']",0,4.4,,서울 강동구 구천면로33길 31-18,02-476-5896,37.5418318908453,127.129347171939,http://place.map.kakao.com/21386477,제공하지 않음,서울 강동구
16531679,솥뚜껑생삼겹살,음식점,한식,"육류,고기",삼겹살,"['양푼김치탕(2인분)\n16,000', '동태찌개(2인분)\n16,000', '솥뚜껑 생삼겹살(200g)\n16,000', '냉면\n7,000', '아구탕(소)\n35,000']",0,3.9,,서울 강동구 천중로 17,,37.5459066332303,127.123909007607,http://place.map.kakao.com/16531679,매일 11:00 ~ 21:30,서울 강동구
16040050,해물촌,음식점,한식,"해물,생선",,"['알탕', '대구탕', '알대구탕', '아구찜탕', '해물찜', '해물탕', '', '', '', '']",1,3.9,,서울 강동구 양재대로111길 39,,37.5374006852335,127.137404564406,http://place.map.kakao.com/16040050,제공하지 않음,서울 강동구
1126742787,대구뽈때기탕찜어무이,음식점,한식,"해물,생선",,"['아귀찜', '곤이찜', '해물찜']",1,4.4,,서울 강동구 천호대로176길 8,02-488-4701,37.534118884504,127.136158517383,http://place.map.kakao.com/1126742787,제공하지 않음,서울 강동구
387372583,이모네식당,음식점,한식,한식,,"['아구찜(중)\n25,000', '양푼동태찌개\n15,000', '양푼 내장탕\n15,000', '고등어구이(1인)\n7,000', '닭도리탕\n30,000']",0,3.9,,서울 강동구 진황도로 99,010-8260-2429,37.535912054896336,127.13755797140162,http://place.map.kakao.com/387372583,제공하지 않음,서울 강동구
1940048428,전주정식,음식점,한식,한식,,"['전주정식(1인)\n9,000', '고등어구이(1인)\n11,000', '갈치조림(1인)\n13,000', '김치전골(1인)\n9,000', '아구찜(소)\n35,000']",0,4.4,,서울 강동구 진황도로 100,,37.5355807904435,127.137297133463,http://place.map.kakao.com/1940048428,제공하지 않음,서울 강동구
1670615910,명가생생동태탕 천호본점,음식점,한식,"해물,생선","매운탕,해물탕","['추천\n동태탕\n8,000', '아구찜 (소)\n30,000\n아구 ,오만둥이 ,고니, 알 ,새우', '동태모듬탕\n10,000', '동태전골(중)\n25,000']",4,3.9,가성비@3@맛@2@친절@2@분위기@1@주차@1@,서울 강동구 상암로 96,02-477-8858,37.5474134368249,127.133521145529,http://place.map.kakao.com/1670615910,월~토 11:00 ~ 20:40,서울 강동구
116826167,동해물과아구찜,음식점,한식,"해물,생선",,"['아구찜 (소)\n29,000', '순살아구찜 (소)\n29,900', '해물찜 (소)\n34,000', '해물 아구찜\n39,000', '곤이알찜\n29,000', '새우찜\n29,000', '']",4,3.9,가성비@1@,서울 강동구 구천면로42길 23,070-4007-3971,37.5461695455205,127.135553530215,http://place.map.kakao.com/116826167,매일 11:00 ~ 23:00,서울 강동구
1457772180,아빠찜 명일동가족점,음식점,한식,"해물,생선",아구,"['코다리찜 (소)\n37,000', '코다리찜 (중)\n47,000', '코다리찜 (대)\n57,000', '아구찜 (소)\n38,000', '아구찜 (중)\n48,000', '아구찜 (대)\n58,000', '', '', '', '', '', '']",4,4.4,,서울 강동구 양재대로130길 11,02-429-7793,37.5459175132302,127.143725406941,http://place.map.kakao.com/1457772180,화~일 10:00 ~ 22:00,서울 강동구
